,Age,Attrition,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,EnvironmentSatisfaction,Gender,HourlyRate,JobInvolvement,JobLevel,JobRole,JobSatisfaction,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,OverTime,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StandardHours,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
441,42,1.0,0.0,1474,0.0,5,2,0.0,1,591,2,0.0,97,3,1,0.0,3,0.0,2093,9260,4,1.0,1.0,17,3,4,80,1,8,4,3,2,2,2,0
442,36,1.0,1.0,635,0.0,10,4,0.0,1,592,2,0.0,32,3,3,0.0,4,0.0,9980,15318,1,1.0,1.0,14,3,4,80,0,10,3,2,10,3,9,7
443,22,0.0,0.0,1368,0.0,4,1,0.0,1,593,3,0.0,99,2,1,0.0,3,0.0,3894,9129,5,1.0,1.0,16,3,3,80,0,4,3,3,2,2,1,2
444,48,1.0,0.0,163,0.0,2,5,0.0,1,595,2,1.0,37,3,2,0.0,4,0.0,4051,19658,2,1.0,1.0,14,3,1,80,1,14,2,3,9,7,6,7
445,55,1.0,0.0,1117,0.0,18,5,0.0,1,597,1,1.0,83,3,4,0.0,2,0.0,16835,9873,3,1.0,1.0,23,4,4,80,0,37,2,3,10,9,7,7
446,41,1.0,1.0,267,0.0,10,2,0.0,1,599,4,0.0,56,3,2,0.0,4,0.0,6230,13430,7,1.0,1.0,14,3,4,80,0,16,3,3,14,3,1,10
447,35,1.0,0.0,619,0.0,1,3,0.0,1,600,2,0.0,85,3,2,0.0,3,0.0,4717,18659,9,1.0,1.0,11,3,3,80,0,15,2,3,11,9,6,9
448,40,1.0,0.0,302,0.0,6,3,0.0,1,601,2,1.0,75,3,4,0.0,3,0.0,13237,20364,7,1.0,1.0,15,3,3,80,0,22,3,3,20,6,5,13
449,39,1.0,0.0,443,0.0,8,1,0.0,1,602,3,1.0,48,3,1,0.0,3,0.0,3755,17872,1,1.0,1.0,11,3,1,80,1,8,3,3,8,3,0,7
450,31,1.0,0.0,828,0.0,2,1,0.0,1,604,2,0.0,77,3,2,0.0,4,0.0,6582,8346,4,1.0,0.0,13,3,3,80,0,10,2,4,6,5,0,5
451,42,1.0,0.0,319,0.0,24,3,0.0,1,605,4,0.0,56,3,3,0.0,1,0.0,7406,6950,1,1.0,0.0,21,4,4,80,1,10,5,2,10,9,5,8
452,45,1.0,0.0,561,0.0,2,3,0.0,1,606,4,0.0,61,3,2,0.0,2,0.0,4805,16177,0,1.0,1.0,19,3,2,80,1,9,3,4,8,7,3,7
453,26,0.0,0.0,426,1.0,17,4,0.0,1,608,2,1.0,58,3,1,0.0,3,1.0,2741,22808,0,1.0,0.0,11,3,2,80,1,8,2,2,7,7,1,0
454,29,1.0,0.0,232,0.0,19,3,0.0,1,611,4,0.0,34,3,2,0.0,4,1.0,4262,22645,4,1.0,1.0,12,3,2,80,2,8,2,4,3,2,1,2
455,33,1.0,0.0,922,0.0,1,5,0.0,1,612,1,1.0,95,4,4,0.0,3,1.0,16184,22578,4,1.0,1.0,19,3,3,80,1,10,2,3,6,1,0,5
456,31,1.0,0.0,688,0.0,7,3,0.0,1,613,3,0.0,44,2,3,0.0,4,1.0,11557,25291,9,1.0,1.0,21,4,3,80,1,10,3,2,5,4,0,1
457,18,0.0,0.0,1306,0.0,5,3,0.0,1,614,2,0.0,69,3,1,0.0,2,0.0,1878,8059,1,1.0,0.0,14,3,4,80,0,0,3,3,0,0,0,0
458,40,1.0,1.0,1094,0.0,28,3,0.0,1,615,3,0.0,58,1,3,0.0,1,1.0,10932,11373,3,1.0,1.0,15,3,3,80,1,20,2,3,1,0,0,1
459,41,1.0,1.0,509,0.0,2,4,0.0,1,616,1,1.0,62,2,2,1.0,3,0.0,6811,2112,2,1.0,0.0,17,3,1,80,0,10,3,3,8,7,0,7
460,26,1.0,0.0,775,0.0,29,2,0.0,1,618,1,0.0,45,3,2,0.0,3,1.0,4306,4267,5,1.0,1.0,12,3,1,80,2,8,5,3,0,0,0,0
461,35,1.0,0.0,195,0.0,1,3,0.0,1,620,1,1.0,80,3,2,0.0,3,0.0,4859,6698,1,1.0,1.0,16,3,4,80,0,5,3,3,5,4,0,3
462,34,1.0,0.0,258,0.0,21,4,0.0,1,621,4,0.0,74,4,2,0.0,4,0.0,5337,19921,1,1.0,1.0,12,3,4,80,0,10,3,3,10,7,5,7
463,26,0.0,0.0,471,0.0,24,3,0.0,1,622,3,0.0,66,1,1,0.0,4,0.0,2340,23213,1,1.0,0.0,18,3,2,80,0,1,3,1,1,0,0,0
464,37,1.0,0.0,799,0.0,1,3,0.0,1,623,2,1.0,59,3,3,0.0,4,0.0,7491,23848,4,1.0,1.0,17,3,4,80,0,12,3,4,6,5,1,2
465,46,1.0,0.0,1034,0.0,18,1,0.0,1,624,1,1.0,86,3,3,1.0,3,0.0,10527,8984,5,1.0,1.0,11,3,4,80,0,28,3,2,2,2,1,2
466,41,1.0,0.0,1276,0.0,2,5,0.0,1,625,2,1.0,91,3,4,0.0,1,0.0,16595,5626,7,1.0,1.0,16,3,2,80,1,22,2,3,18,16,11,8
467,37,1.0,1.0,142,0.0,9,4,0.0,1,626,1,0.0,69,3,3,0.0,2,1.0,8834,24666,1,1.0,1.0,13,3,4,80,1,9,6,3,9,5,7,7
468,52,1.0,0.0,956,0.0,6,2,0.0,1,630,4,0.0,78,3,2,0.0,1,1.0,5577,22087,3,1.0,0.0,12,3,2,80,2,18,3,3,10,9,6,9
469,32,0.0,1.0,1474,0.0,11,4,0.0,1,631,4,0.0,60,4,2,0.0,3,0.0,4707,23914,8,1.0,1.0,12,3,4,80,0,6,2,3,4,2,1,2
470,24,1.0,0.0,535,0.0,24,3,0.0,1,632,4,0.0,38,3,1,0.0,4,0.0,2400,5530,0,1.0,1.0,13,3,3,80,2,3,3,3,2,2,2,1
471,38,1.0,0.0,1495,0.0,10,3,0.0,1,634,3,1.0,76,3,2,1.0,3,0.0,9824,22174,3,1.0,1.0,19,3,3,80,1,18,4,3,1,0,0,0
472,37,1.0,0.0,446,0.0,1,4,0.0,1,635,2,1.0,65,3,2,0.0,2,0.0,6447,15701,6,1.0,1.0,12,3,2,80,1,8,2,2,6,5,4,3
473,49,1.0,0.0,1245,0.0,18,4,0.0,1,638,4,0.0,58,2,5,0.0,3,1.0,19502,2125,1,1.0,0.0,17,3,3,80,1,31,5,3,31,9,0,9
474,24,1.0,0.0,691,0.0,23,3,0.0,1,639,2,0.0,89,4,1,0.0,4,0.0,2725,21630,1,1.0,0.0,11,3,2,80,2,6,3,3,6,5,1,4
475,26,1.0,0.0,703,0.0,28,2,0.0,1,641,1,0.0,66,3,2,0.0,2,0.0,6272,7428,1,1.0,1.0,20,4,4,80,2,6,5,4,5,3,1,4
476,24,1.0,0.0,823,0.0,17,2,0.0,1,643,4,0.0,94,2,1,0.0,2,0.0,2127,9100,1,1.0,1.0,21,4,4,80,1,1,2,3,1,0,0,0
477,50,1.0,0.0,1246,1.0,3,3,0.0,1,644,1,0.0,99,3,5,0.0,2,0.0,18200,7999,1,1.0,1.0,11,3,3,80,1,32,2,3,32,5,10,7
478,25,1.0,0.0,622,0.0,13,1,0.0,1,645,2,0.0,40,3,1,0.0,3,0.0,2096,26376,1,1.0,1.0,11,3,3,80,0,7,1,3,7,4,0,6
479,24,0.0,0.0,1287,0.0,7,3,0.0,1,647,1,1.0,55,3,1,0.0,3,0.0,2886,14168,1,1.0,0.0,16,3,4,80,1,6,4,3,6,3,1,2
480,30,0.0,0.0,448,0.0,12,4,0.0,1,648,2,0.0,74,2,1,0.0,1,0.0,2033,14470,1,1.0,1.0,18,3,3,80,1,1,2,4,1,0,0,0
481,34,1.0,0.0,254,0.0,1,2,0.0,1,649,2,0.0,83,2,1,0.0,4,0.0,3622,22794,1,1.0,0.0,13,3,4,80,1,6,3,3,6,5,1,3
482,31,0.0,0.0,1365,0.0,13,4,0.0,1,650,2,0.0,46,3,2,0.0,1,1.0,4233,11512,2,1.0,1.0,17,3,3,80,0,9,2,1,3,1,1,2
483,35,1.0,0.0,538,0.0,25,2,0.0,1,652,1,0.0,54,2,2,0.0,4,0.0,3681,14004,4,1.0,1.0,14,3,4,80,0,9,3,3,3,2,0,2
484,31,1.0,0.0,525,0.0,6,4,0.0,1,653,1,0.0,66,4,2,0.0,4,1.0,5460,6219,4,1.0,1.0,22,4,4,80,2,13,4,4,7,7,5,7
485,27,1.0,0.0,798,0.0,6,4,0.0,1,655,1,1.0,66,2,1,0.0,3,1.0,2187,5013,0,1.0,1.0,12,3,3,80,2,6,5,2,5,3,0,3
486,37,1.0,0.0,558,0.0,2,3,0.0,1,656,4,0.0,75,3,2,0.0,3,0.0,9602,3010,4,1.0,0.0,11,3,3,80,1,17,3,2,3,0,1,0
487,20,1.0,0.0,959,0.0,1,3,0.0,1,657,4,1.0,83,2,1,0.0,2,0.0,2836,11757,1,1.0,1.0,13,3,4,80,0,1,0,4,1,0,0,0
488,42,1.0,0.0,622,0.0,2,4,0.0,1,659,3,1.0,81,3,2,1.0,4,0.0,4089,5718,1,1.0,1.0,13,3,2,80,2,10,4,3,10,2,2,2
489,43,1.0,0.0,782,0.0,6,4,0.0,1,661,2,0.0,50,2,4,0.0,4,1.0,16627,2671,4,1.0,0.0,14,3,3,80,1,21,3,2,1,0,0,0
490,38,1.0,0.0,362,0.0,1,1,0.0,1,662,3,1.0,43,3,1,0.0,1,0.0,2619,14561,3,1.0,1.0,17,3,4,80,0,8,3,2,0,0,0,0
491,43,1.0,0.0,1001,0.0,9,5,0.0,1,663,4,0.0,72,3,2,0.0,3,1.0,5679,19627,3,1.0,0.0,13,3,2,80,1,10,3,3,8,7,4,7
492,48,1.0,0.0,1236,0.0,1,4,0.0,1,664,4,1.0,40,2,4,0.0,1,0.0,15402,17997,7,1.0,1.0,11,3,1,80,1,21,3,1,3,2,0,2
493,44,1.0,0.0,1112,1.0,1,4,0.0,1,665,1,1.0,50,2,2,0.0,3,0.0,5985,26894,4,1.0,1.0,11,3,2,80,0,10,1,4,2,2,0,2
494,34,1.0,0.0,204,0.0,14,3,0.0,1,666,3,1.0,31,3,1,0.0,3,1.0,2579,2912,1,1.0,0.0,18,3,4,80,2,8,3,3,8,2,0,6
495,27,0.0,0.0,1420,0.0,2,1,0.0,1,667,3,0.0,85,3,1,0.0,1,1.0,3041,16346,0,1.0,1.0,11,3,2,80,1,5,3,3,4,3,0,2
496,21,1.0,0.0,1343,0.0,22,1,0.0,1,669,3,0.0,49,3,1,0.0,3,0.0,3447,24444,1,1.0,1.0,11,3,3,80,0,3,2,3,3,2,1,2
497,44,1.0,0.0,1315,0.0,3,4,0.0,1,671,4,0.0,35,3,5,0.0,4,0.0,19513,9358,4,1.0,0.0,12,3,1,80,1,26,2,4,2,2,0,1
498,22,1.0,0.0,604,0.0,6,1,0.0,1,675,1,0.0,69,3,1,0.0,3,0.0,2773,12145,0,1.0,1.0,20,4,4,80,0,3,3,3,2,2,2,2
499,33,1.0,0.0,1216,0.0,8,4,0.0,1,677,3,0.0,39,3,2,0.0,3,1.0,7104,20431,0,1.0,1.0,12,3,4,80,0,6,3,3,5,0,1,2
500,32,1.0,0.0,646,0.0,9,4,0.0,1,679,1,1.0,92,3,2,0.0,4,0.0,6322,18089,1,1.0,0.0,12,3,4,80,1,6,2,2,6,4,0,5
501,30,1.0,0.0,160,0.0,3,3,0.0,1,680,3,1.0,71,3,1,0.0,3,1.0,2083,22653,1,1.0,1.0,20,4,3,80,1,1,2,3,1,0,0,0
502,53,1.0,0.0,238,0.0,1,1,0.0,1,682,4,1.0,34,3,2,0.0,1,0.0,8381,7507,7,1.0,1.0,20,4,4,80,0,18,2,4,14,7,8,10
503,34,1.0,0.0,1397,0.0,1,5,0.0,1,683,2,0.0,42,3,1,0.0,4,0.0,2691,7660,1,1.0,1.0,12,3,4,80,1,10,4,2,10,9,8,8
504,45,0.0,0.0,306,0.0,26,4,0.0,1,684,1,1.0,100,3,2,0.0,1,0.0,4286,5630,2,1.0,1.0,14,3,4,80,2,5,4,3,1,1,0,0
505,26,1.0,0.0,991,0.0,6,3,0.0,1,686,3,1.0,71,3,1,0.0,4,0.0,2659,17759,1,1.0,0.0,13,3,3,80,1,3,2,3,3,2,0,2
506,37,1.0,0.0,482,0.0,3,3,0.0,1,689,3,0.0,36,3,3,0.0,3,0.0,9434,9606,1,1.0,1.0,15,3,3,80,1,10,2,3,10,7,7,8
507,29,1.0,0.0,1176,0.0,3,2,0.0,1,690,2,1.0,62,3,2,0.0,3,0.0,5561,3487,1,1.0,1.0,14,3,1,80,1,6,5,2,6,0,1,2
508,35,1.0,0.0,1017,0.0,6,4,0.0,1,691,2,0.0,82,1,2,0.0,4,0.0,6646,19368,1,1.0,1.0,13,3,2,80,0,17,3,3,17,11,11,8
509,33,1.0,0.0,1296,0.0,6,3,0.0,1,692,3,0.0,30,3,2,1.0,4,1.0,7725,5335,3,1.0,1.0,23,4,3,80,1,15,2,1,13,11,4,7
510,54,1.0,0.0,397,1.0,19,4,0.0,1,698,3,0.0,88,3,3,0.0,2,0.0,10725,6729,2,1.0,1.0,15,3,3,80,1,16,1,4,9,7,7,1
511,36,1.0,0.0,913,0.0,9,2,0.0,1,699,2,0.0,48,2,2,0.0,2,1.0,8847,13934,2,1.0,0.0,11,3,3,80,1,13,2,3,3,2,0,2
512,27,1.0,0.0,1115,0.0,3,4,0.0,1,700,1,0.0,54,2,1,0.0,4,0.0,2045,15174,0,1.0,1.0,13,3,4,80,0,5,0,3,4,2,1,1
513,20,0.0,0.0,1362,0.0,10,1,0.0,1,701,4,0.0,32,3,1,0.0,3,0.0,1009,26999,1,1.0,0.0,11,3,4,80,0,1,5,3,1,0,1,1
514,33,0.0,0.0,1076,0.0,3,3,0.0,1,702,1,0.0,70,3,1,0.0,1,0.0,3348,3164,1,1.0,0.0,11,3,1,80,0,10,3,3,10,8,9,7
515,35,1.0,1.0,727,0.0,3,3,0.0,1,704,3,0.0,41,2,1,0.0,3,0.0,1281,16900,1,1.0,1.0,18,3,3,80,2,1,3,3,1,0,0,0
516,23,1.0,0.0,885,0.0,4,3,0.0,1,705,1,0.0,58,4,1,0.0,1,0.0,2819,8544,2,1.0,1.0,16,3,1,80,1,5,3,4,3,2,0,2
517,25,1.0,0.0,810,0.0,8,3,0.0,1,707,4,0.0,57,4,2,0.0,2,0.0,4851,15678,0,1.0,1.0,22,4,3,80,1,4,4,3,3,2,1,2
518,38,1.0,0.0,243,0.0,7,4,0.0,1,709,4,1.0,46,2,2,0.0,4,0.0,4028,7791,0,1.0,1.0,20,4,1,80,0,8,2,3,7,7,0,5
519,29,1.0,0.0,806,0.0,1,4,0.0,1,710,2,0.0,76,1,1,0.0,4,1.0,2720,18959,1,1.0,1.0,18,3,4,80,1,10,5,3,10,7,2,8
520,48,1.0,0.0,817,0.0,2,1,0.0,1,712,2,0.0,56,4,2,0.0,2,0.0,8120,18597,3,1.0,1.0,12,3,4,80,0,12,3,3,2,2,2,2
521,27,1.0,0.0,1410,0.0,3,1,0.0,1,714,4,1.0,71,4,2,0.0,4,1.0,4647,16673,1,1.0,0.0,20,4,2,80,2,6,3,3,6,5,0,4
522,37,1.0,0.0,1225,0.0,10,2,0.0,1,715,4,0.0,80,4,1,0.0,4,0.0,4680,15232,3,1.0,1.0,17,3,1,80,0,4,2,3,1,0,0,0
523,50,1.0,0.0,1207,0.0,28,1,0.0,1,716,4,0.0,74,4,1,0.0,3,0.0,3221,3297,1,1.0,0.0,11,3,3,80,3,20,3,3,20,8,3,8
524,34,1.0,0.0,1442,0.0,9,3,0.0,1,717,4,1.0,46,2,3,1.0,2,0.0,8621,17654,1,1.0,1.0,14,3,2,80,0,9,3,4,8,7,7,7
525,24,0.0,0.0,693,0.0,3,2,0.0,1,720,1,1.0,65,3,2,0.0,3,0.0,4577,24785,9,1.0,1.0,14,3,1,80,0,4,3,3,2,2,2,0
526,39,1.0,0.0,408,0.0,2,4,0.0,1,721,4,1.0,80,2,2,1.0,3,0.0,4553,20978,1,1.0,1.0,11,3,1,80,0,20,4,3,20,7,11,10
527,32,1.0,0.0,929,0.0,10,3,0.0,1,722,4,0.0,55,3,2,0.0,4,0.0,5396,21703,1,1.0,1.0,12,3,4,80,0,10,2,2,10,7,0,8
528,50,0.0,0.0,562,0.0,8,2,0.0,1,723,2,0.0,50,3,2,0.0,3,0.0,6796,23452,3,1.0,0.0,14,3,1,80,1,18,4,3,4,3,1,3
529,38,1.0,0.0,827,0.0,1,4,0.0,1,724,2,1.0,33,4,2,1.0,4,0.0,7625,19383,0,1.0,1.0,13,3,3,80,0,10,4,2,9,7,1,8
530,27,1.0,0.0,608,0.0,1,2,0.0,1,725,3,1.0,68,3,3,0.0,1,0.0,7412,6009,1,1.0,1.0,11,3,4,80,0,9,3,3,9,7,0,7
531,32,1.0,0.0,1018,0.0,3,2,0.0,1,727,3,1.0,39,3,3,0.0,4,0.0,11159,19373,3,1.0,1.0,15,3,4,80,0,10,6,3,7,7,7,7
532,47,1.0,0.0,703,0.0,14,4,0.0,1,728,4,0.0,42,3,2,0.0,1,0.0,4960,11825,2,1.0,1.0,12,3,4,80,0,20,2,3,7,7,1,7
533,40,1.0,0.0,580,0.0,5,4,0.0,1,729,4,0.0,48,2,3,0.0,1,0.0,10475,23772,5,1.0,0.0,21,4,3,80,1,20,2,3,18,13,1,12
534,53,1.0,0.0,970,0.0,7,3,0.0,1,730,3,0.0,59,4,4,0.0,3,0.0,14814,13514,3,1.0,1.0,19,3,3,80,0,32,3,3,5,1,1,3
535,41,1.0,0.0,427,1.0,10,4,1.0,1,731,2,0.0,73,2,5,0.0,4,1.0,19141,8861,3,1.0,1.0,15,3,2,80,3,23,2,2,21,6,12,6
536,60,1.0,0.0,1179,0.0,16,4,0.0,1,732,1,0.0,84,3,2,0.0,1,0.0,5405,11924,8,1.0,1.0,14,3,4,80,0,10,1,3,2,2,2,2
537,27,1.0,0.0,294,0.0,10,2,0.0,1,733,4,0.0,32,3,3,0.0,1,1.0,8793,4809,1,1.0,1.0,21,4,3,80,2,9,4,2,9,7,1,7
538,41,1.0,0.0,314,1.0,1,3,1.0,1,734,4,0.0,59,2,5,0.0,3,0.0,19189,19562,1,1.0,1.0,12,3,2,80,1,22,3,3,22,7,2,10
539,50,1.0,0.0,316,0.0,8,4,0.0,1,738,4,0.0,54,3,1,0.0,2,0.0,3875,9983,7,1.0,1.0,15,3,4,80,1,4,2,3,2,2,2,2
540,28,0.0,0.0,654,0.0,1,2,0.0,1,741,1,1.0,67,1,1,0.0,2,0.0,2216,3872,7,1.0,0.0,13,3,4,80,0,10,4,3,7,7,3,7
541,36,1.0,1.0,427,0.0,8,3,0.0,1,742,1,1.0,63,4,3,0.0,1,0.0,11713,20335,9,1.0,1.0,14,3,1,80,1,10,2,3,8,7,0,5
542,38,1.0,0.0,168,0.0,1,3,0.0,1,743,3,1.0,81,3,3,0.0,3,0.0,7861,15397,4,1.0,0.0,14,3,4,80,0,10,4,4,1,0,0,0
543,44,1.0,1.0,381,0.0,24,3,0.0,1,744,1,0.0,49,1,1,0.0,3,0.0,3708,2104,2,1.0,1.0,14,3,3,80,0,9,5,3,5,2,1,4
544,47,1.0,0.0,217,0.0,3,3,0.0,1,746,4,1.0,49,3,4,0.0,3,1.0,13770,10225,9,1.0,0.0,12,3,4,80,2,28,2,2,22,2,11,13
545,30,1.0,0.0,501,0.0,27,5,0.0,1,747,3,0.0,99,3,2,0.0,4,1.0,5304,25275,7,1.0,1.0,23,4,4,80,1,10,2,2,8,7,7,7
546,29,1.0,0.0,1396,0.0,10,3,0.0,1,749,3,0.0,99,3,1,0.0,3,0.0,2642,2755,1,1.0,1.0,11,3,3,80,0,1,6,3,1,0,0,0
547,42,0.0,0.0,933,0.0,19,3,0.0,1,752,3,0.0,57,4,1,0.0,3,1.0,2759,20366,6,1.0,0.0,12,3,4,80,0,7,2,3,2,2,2,2
548,43,1.0,0.0,775,0.0,15,3,0.0,1,754,4,0.0,47,2,2,0.0,4,0.0,6804,23683,3,1.0,1.0,18,3,3,80,1,7,5,3,2,2,2,2
549,34,1.0,0.0,970,0.0,8,2,0.0,1,757,2,1.0,96,3,2,1.0,3,0.0,6142,7360,3,1.0,1.0,11,3,4,80,0,10,2,3,5,1,4,3
550,23,1.0,0.0,650,0.0,9,1,0.0,1,758,2,0.0,37,3,1,0.0,1,0.0,2500,4344,1,1.0,1.0,14,3,4,80,1,5,2,4,4,3,0,2
551,39,1.0,0.0,141,1.0,3,3,1.0,1,760,3,1.0,44,4,2,0.0,2,0.0,6389,18767,9,1.0,1.0,15,3,3,80,1,12,3,1,8,3,3,6
552,56,1.0,0.0,832,0.0,9,3,0.0,1,762,3,0.0,81,3,4,1.0,4,0.0,11103,20420,7,1.0,1.0,11,3,3,80,0,30,1,2,10,7,1,1
553,40,1.0,0.0,804,0.0,2,1,0.0,1,763,4,1.0,86,2,1,0.0,4,0.0,2342,22929,0,1.0,0.0,20,4,4,80,0,5,2,2,4,2,2,3
554,27,1.0,0.0,975,0.0,7,3,0.0,1,764,4,1.0,55,2,2,1.0,1,0.0,6811,23398,8,1.0,1.0,19,3,1,80,0,9,2,1,7,6,0,7
555,29,1.0,0.0,1090,0.0,10,3,0.0,1,766,4,0.0,83,3,1,0.0,2,1.0,2297,17967,1,1.0,1.0,14,3,4,80,2,2,2,3,2,2,2,2
556,53,1.0,0.0,346,0.0,6,3,0.0,1,769,4,0.0,86,3,2,0.0,4,0.0,2450,10919,2,1.0,1.0,17,3,4,80,0,19,4,3,2,2,2,2
557,35,1.0,1.0,1225,0.0,2,4,0.0,1,771,4,1.0,61,3,2,1.0,1,1.0,5093,4761,2,1.0,1.0,11,3,1,80,1,16,2,4,1,0,0,0
558,32,1.0,0.0,430,0.0,24,4,0.0,1,772,1,0.0,80,3,2,0.0,4,0.0,5309,21146,1,1.0,1.0,15,3,4,80,2,10,2,3,10,8,4,7
559,38,1.0,0.0,268,0.0,2,5,0.0,1,773,4,0.0,92,3,1,0.0,3,0.0,3057,20471,6,1.0,0.0,13,3,2,80,1,6,0,1,1,0,0,1
560,34,1.0,0.0,167,0.0,8,5,0.0,1,775,2,1.0,32,3,2,0.0,1,1.0,5121,4187,3,1.0,1.0,14,3,3,80,1,7,3,3,0,0,0,0
561,52,1.0,0.0,621,0.0,3,4,0.0,1,776,3,0.0,31,2,4,0.0,1,0.0,16856,10084,1,1.0,1.0,11,3,1,80,0,34,3,4,34,6,1,16
562,33,0.0,0.0,527,0.0,1,4,0.0,1,780,4,0.0,63,3,1,0.0,4,0.0,2686,5207,1,1.0,0.0,13,3,3,80,0,10,2,2,10,9,7,8
563,25,1.0,0.0,883,0.0,26,1,0.0,1,781,3,1.0,32,3,2,0.0,4,0.0,6180,22807,1,1.0,1.0,23,4,2,80,0,6,5,2,6,5,1,4
564,45,1.0,0.0,954,0.0,2,2,0.0,1,783,2,0.0,46,1,2,0.0,3,0.0,6632,12388,0,1.0,1.0,13,3,1,80,0,9,3,3,8,7,3,1
565,23,1.0,0.0,310,0.0,10,1,0.0,1,784,1,0.0,79,4,1,0.0,3,0.0,3505,19630,1,1.0,1.0,18,3,4,80,0,2,3,3,2,2,0,2
566,47,0.0,0.0,719,0.0,27,2,0.0,1,785,2,1.0,77,4,2,0.0,3,0.0,6397,10339,4,1.0,0.0,12,3,4,80,0,8,2,3,5,4,1,3
567,34,1.0,0.0,304,0.0,2,3,0.0,1,786,4,0.0,60,3,2,0.0,4,0.0,6274,18686,1,1.0,1.0,22,4,3,80,0,6,5,3,6,5,1,4
568,55,0.0,0.0,725,0.0,2,3,0.0,1,787,4,0.0,78,3,5,0.0,1,0.0,19859,21199,5,1.0,0.0,13,3,4,80,1,24,2,3,5,2,1,4
569,36,1.0,1.0,1434,0.0,8,4,0.0,1,789,1,0.0,76,2,3,0.0,1,0.0,7587,14229,1,1.0,1.0,15,3,2,80,0,10,1,3,10,7,0,9
570,52,1.0,1.0,715,0.0,19,4,0.0,1,791,4,0.0,41,3,1,0.0,4,0.0,4258,26589,0,1.0,1.0,18,3,1,80,1,5,3,3,4,3,1,2
571,26,1.0,0.0,575,0.0,1,2,0.0,1,792,1,1.0,71,1,1,0.0,4,1.0,4364,5288,3,1.0,1.0,14,3,1,80,1,5,2,3,2,2,2,0
572,29,1.0,0.0,657,0.0,27,3,0.0,1,793,2,1.0,66,3,2,1.0,3,0.0,4335,25549,4,1.0,1.0,12,3,1,80,1,11,3,2,8,7,1,1
573,26,0.0,0.0,1146,0.0,8,3,0.0,1,796,4,0.0,38,2,2,0.0,1,0.0,5326,3064,6,1.0,1.0,17,3,3,80,0,6,2,2,4,3,1,2
574,34,1.0,0.0,182,0.0,1,4,0.0,1,797,2,1.0,72,4,1,0.0,4,0.0,3280,13551,2,1.0,1.0,16,3,3,80,0,10,2,3,4,2,1,3
575,54,1.0,0.0,376,0.0,19,4,0.0,1,799,4,1.0,95,3,2,0.0,1,1.0,5485,22670,9,1.0,0.0,11,3,2,80,2,9,4,3,5,3,1,4
576,27,1.0,0.0,829,0.0,8,1,0.0,1,800,3,0.0,84,3,2,0.0,4,0.0,4342,24008,0,1.0,1.0,19,3,2,80,1,5,3,3,4,2,1,1
577,37,1.0,0.0,571,0.0,10,1,0.0,1,802,4,1.0,82,3,1,0.0,1,1.0,2782,19905,0,1.0,0.0,13,3,2,80,2,6,3,2,5,3,4,3
578,38,1.0,0.0,240,0.0,2,4,0.0,1,803,1,1.0,75,4,2,0.0,1,0.0,5980,26085,6,1.0,0.0,12,3,4,80,0,17,2,3,15,7,4,12
579,34,1.0,0.0,121,0.0,2,4,0.0,1,804,3,1.0,86,2,1,0.0,1,0.0,4381,7530,1,1.0,1.0,11,3,3,80,0,6,3,3,6,5,1,3
580,35,1.0,0.0,384,0.0,8,4,0.0,1,805,1,1.0,72,3,1,0.0,4,0.0,2572,20317,1,1.0,1.0,16,3,2,80,1,3,1,2,3,2,0,2
581,30,1.0,0.0,921,0.0,1,3,0.0,1,806,4,0.0,38,1,1,0.0,3,0.0,3833,24375,3,1.0,1.0,21,4,3,80,2,7,2,3,2,2,0,2
582,40,1.0,0.0,791,0.0,2,2,0.0,1,807,3,1.0,38,4,2,1.0,2,0.0,4244,9931,1,1.0,1.0,24,4,4,80,1,8,2,3,8,7,3,7
583,34,1.0,0.0,1111,0.0,8,2,0.0,1,808,3,1.0,93,3,2,0.0,1,0.0,6500,13305,5,1.0,1.0,17,3,2,80,1,6,1,3,3,2,1,2
584,42,1.0,0.0,570,0.0,8,3,0.0,1,809,2,0.0,66,3,5,0.0,4,1.0,18430,16225,1,1.0,1.0,13,3,2,80,1,24,4,2,24,7,14,9
585,23,0.0,0.0,1243,0.0,6,3,0.0,1,811,3,0.0,63,4,1,0.0,1,0.0,1601,3445,1,1.0,0.0,21,4,3,80,2,1,2,3,0,0,0,0
586,24,1.0,1.0,1092,0.0,9,3,0.0,1,812,3,0.0,60,2,1,0.0,2,1.0,2694,26551,1,1.0,1.0,11,3,3,80,3,1,4,3,1,0,0,0
587,52,1.0,0.0,1325,0.0,11,4,0.0,1,813,4,1.0,82,3,2,0.0,3,0.0,3149,21821,8,1.0,1.0,20,4,2,80,1,9,3,3,5,2,1,4
588,50,1.0,0.0,691,0.0,2,3,0.0,1,815,3,0.0,64,3,4,0.0,3,0.0,17639,6881,5,1.0,1.0,16,3,4,80,0,30,3,3,4,3,0,3
